,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,a,b,c,damormertebe
3704,1198000.0,4.0,3.5,3400.0,3850,2.5,0.0,0.0,3.0,2790.0,610.0,2008.0,0.0,2303 E Valley St,Seattle,WA 98112,USA,2.0,True,standard house,dam
3705,165050.0,3.0,1.0,1200.0,8514,1.0,0.0,0.0,3.0,1200.0,0.0,1959.0,1989.0,1419 Farrelly St,Enumclaw,WA 98022,USA,1.5,True,small house,mertebe
3706,580000.0,3.0,2.5,2200.0,11000,2.0,0.0,2.0,3.0,2200.0,0.0,1978.0,0.0,1430-1920 W Lake Sammamish Pkwy SE,Bellevue,WA 98008,USA,1.5,True,small house,mertebe
3707,330000.0,3.0,2.5,1680.0,11312,1.0,0.0,0.0,3.0,1080.0,600.0,1959.0,1989.0,10843-10857 8th Ave SW,Seattle,WA 98146,USA,1.5,True,small house,mertebe
3708,875000.0,5.0,3.5,3840.0,8279,2.0,0.0,0.0,3.0,3840.0,0.0,2001.0,0.0,21033 SE 5th St,Sammamish,WA 98074,USA,2.5,True,standard house,mertebe
3709,500000.0,2.0,1.0,950.0,4500,1.0,0.0,2.0,3.0,850.0,100.0,1926.0,2003.0,4024 Phinney Ave N,Seattle,WA 98103,USA,1.0,False,small house,mertebe
3710,445000.0,4.0,2.5,2280.0,42077,2.0,0.0,0.0,3.0,2280.0,0.0,1994.0,0.0,19901-19999 SE 290th Pl,Kent,WA 98042,USA,2.0,True,standard house,mertebe
3711,274900.0,4.0,2.5,1970.0,6600,2.0,0.0,0.0,3.0,1970.0,0.0,1987.0,2000.0,28206 130th Ave SE,Kent,WA 98030,USA,2.0,True,standard house,mertebe
3712,219950.0,3.0,1.5,1620.0,9310,1.0,0.0,0.0,4.0,1620.0,0.0,1967.0,0.0,17459 SE 262nd St,Covington,WA 98042,USA,1.5,True,small house,mertebe
3713,691500.0,4.0,2.5,2600.0,7200,2.0,0.0,0.0,3.0,2600.0,0.0,1962.0,2002.0,9041 49th Ave NE,Seattle,WA 98115,USA,2.0,True,standard house,mertebe
3714,459500.0,2.0,1.0,1250.0,3825,1.0,0.0,0.0,3.0,850.0,400.0,1929.0,0.0,7031 18th Ave NW,Seattle,WA 98117,USA,1.0,False,small house,mertebe
3715,955500.0,4.0,1.75,2130.0,5080,1.5,0.0,0.0,3.0,2130.0,0.0,1914.0,1993.0,2572 5th Ave W,Seattle,WA 98119,USA,2.0,True,standard house,dam
3716,328950.0,4.0,1.75,2550.0,8976,1.0,0.0,0.0,5.0,1300.0,1250.0,1978.0,0.0,19254 121st Pl SE,Kent,WA 98031,USA,2.0,True,standard house,mertebe
3717,307000.0,3.0,1.0,1150.0,6000,1.5,0.0,0.0,3.0,1150.0,0.0,1927.0,2011.0,227 W 2nd St,North Bend,WA 98045,USA,1.5,True,small house,dam
3718,382500.0,3.0,1.75,1040.0,9000,1.0,0.0,0.0,4.0,1040.0,0.0,1967.0,0.0,425-445 Mt Defiance Cir SW,Issaquah,WA 98027,USA,1.5,True,small house,mertebe
3719,1150000.0,4.0,2.5,3340.0,10422,2.0,0.0,0.0,3.0,3340.0,0.0,1996.0,0.0,10640 NE 46th St,Kirkland,WA 98033,USA,2.0,True,standard house,mertebe
3720,1297000.0,6.0,2.75,2630.0,9420,2.0,0.0,0.0,5.0,2510.0,120.0,1900.0,0.0,5529 Wallingford Ave N,Seattle,WA 98103,USA,3.0,True,large house,mertebe
3721,478000.0,3.0,2.25,1640.0,3896,2.0,0.0,0.0,3.0,1640.0,0.0,1994.0,0.0,4235 250th Pl SE,Issaquah,WA 98029,USA,1.5,True,small house,mertebe
3722,260000.0,2.0,1.0,770.0,7906,1.0,0.0,0.0,4.0,770.0,0.0,1948.0,0.0,834 NE 189th St,Shoreline,WA 98155,USA,1.0,False,small house,mertebe
3723,850000.0,4.0,3.25,4350.0,112750,1.0,0.0,0.0,3.0,2200.0,2150.0,2006.0,0.0,6407 282nd Ave SE,Issaquah,WA 98027,USA,2.0,True,standard house,mertebe
3724,616000.0,4.0,1.75,1700.0,5846,1.0,0.0,0.0,3.0,1700.0,0.0,1957.0,2000.0,4003 W Emerson St,Seattle,WA 98199,USA,2.0,True,standard house,mertebe
3725,540000.0,3.0,1.75,2050.0,9580,1.0,0.0,0.0,3.0,1400.0,650.0,1984.0,0.0,22607 NE 14th Dr,Sammamish,WA 98074,USA,1.5,True,small house,mertebe
3726,300000.0,3.0,2.25,1660.0,5128,2.0,0.0,0.0,3.0,1660.0,0.0,2001.0,0.0,278th Ave NE,Duvall,WA 98019,USA,1.5,True,small house,mertebe
3727,507500.0,3.0,1.75,1990.0,9594,1.0,0.0,0.0,3.0,1190.0,800.0,1977.0,2004.0,15311 NE 62nd Ct,Redmond,WA 98052,USA,1.5,True,small house,mertebe
3728,3800000.0,5.0,5.5,7050.0,42840,1.0,0.0,2.0,4.0,4320.0,2730.0,1978.0,2000.0,1365 91st Ave NE,Clyde Hill,WA 98004,USA,2.5,True,standard house,mertebe
3729,241000.0,3.0,2.0,1770.0,7000,1.0,0.0,0.0,3.0,1770.0,0.0,1986.0,0.0,30027 58th Pl S,Auburn,WA 98001,USA,1.5,True,small house,mertebe
3730,485000.0,3.0,2.25,2440.0,47916,2.0,0.0,0.0,3.0,2090.0,350.0,1991.0,0.0,3036 E Ames Lake Dr NE,Redmond,WA 98053,USA,1.5,True,small house,mertebe
3731,695000.0,3.0,2.5,2620.0,51354,2.0,0.0,0.0,3.0,2620.0,0.0,1998.0,2006.0,23337 NE 138th Way,Woodinville,WA 98077,USA,1.5,True,small house,mertebe
3732,548000.0,4.0,2.5,2440.0,11005,2.0,0.0,0.0,3.0,2440.0,0.0,1994.0,0.0,12219 SE 80th Way,Newcastle,WA 98056,USA,2.0,True,standard house,mertebe
3733,345000.0,2.0,1.0,1080.0,7775,1.0,0.0,0.0,3.0,1080.0,0.0,1955.0,2005.0,6439 Marshall Ave SW,Seattle,WA 98136,USA,1.0,False,small house,mertebe
3734,280000.0,3.0,1.0,1090.0,10710,1.0,0.0,0.0,4.0,1090.0,0.0,1962.0,0.0,1048 Redmond Ave NE,Renton,WA 98056,USA,1.5,True,small house,mertebe
3735,450000.0,3.0,1.75,1400.0,13775,1.0,0.0,0.0,3.0,1400.0,0.0,1963.0,2008.0,6217 NE 156th St,Kenmore,WA 98028,USA,1.5,True,small house,mertebe
3736,515000.0,3.0,2.5,2010.0,7200,2.0,0.0,0.0,3.0,2010.0,0.0,1994.0,0.0,8818 NE 150th St,Kenmore,WA 98028,USA,1.5,True,small house,mertebe
3737,1014250.0,3.0,1.0,1640.0,12855,1.5,0.0,0.0,5.0,1500.0,140.0,1920.0,0.0,720 96th Ave NE,Bellevue,WA 98004,USA,1.5,True,small house,dam
3738,739900.0,5.0,2.5,3290.0,5029,2.0,0.0,0.0,3.0,3290.0,0.0,2004.0,2003.0,3602 212th Pl SE,Sammamish,WA 98075,USA,2.5,True,standard house,mertebe
3739,600000.0,2.0,2.5,2510.0,14878,2.0,0.0,0.0,3.0,2510.0,0.0,1990.0,2009.0,17221 102nd Ave NE,Bothell,WA 98011,USA,1.0,False,small house,mertebe
3740,370000.0,2.0,1.0,860.0,6050,1.0,0.0,0.0,3.0,860.0,0.0,1952.0,2008.0,3818 53rd Ave SW,Seattle,WA 98116,USA,1.0,False,small house,mertebe
3741,729032.0,4.0,2.5,2840.0,12866,1.0,0.0,0.0,4.0,1780.0,1060.0,1977.0,0.0,3200 130th Ave NE,Bellevue,WA 98005,USA,2.0,True,standard house,mertebe
3742,510000.0,3.0,1.75,1750.0,7020,2.0,0.0,0.0,3.0,1750.0,0.0,1934.0,1978.0,30734 229th Pl SE,Black Diamond,WA 98010,USA,1.5,True,small house,mertebe
3743,425000.0,3.0,1.5,1300.0,19163,1.0,0.0,0.0,3.0,1300.0,0.0,1964.0,2000.0,14011 NE 71st Pl,Redmond,WA 98052,USA,1.5,True,small house,mertebe
3744,1080000.0,3.0,2.75,3890.0,7216,2.0,0.0,1.0,3.0,3260.0,630.0,1967.0,2010.0,5226 S Morgan St,Seattle,WA 98118,USA,1.5,True,small house,mertebe
3745,337000.0,3.0,2.25,1460.0,941,3.0,0.0,0.0,3.0,1460.0,0.0,2006.0,0.0,11707 Greenwood Ave N,Seattle,WA 98133,USA,1.5,True,small house,mertebe
3746,563000.0,4.0,1.0,1410.0,3376,1.5,0.0,0.0,5.0,1410.0,0.0,1911.0,1984.0,621 NW 44th St,Seattle,WA 98107,USA,2.0,True,standard house,dam
3747,1695000.0,4.0,2.75,3770.0,10900,2.0,0.0,2.0,5.0,3070.0,700.0,1924.0,1956.0,3333 S Plum St,Seattle,WA 98144,USA,2.0,True,standard house,mertebe
3748,245000.0,3.0,2.0,1190.0,4072,1.5,0.0,0.0,5.0,1190.0,0.0,1907.0,0.0,8301-8399 47th Ave S,Seattle,WA 98118,USA,1.5,True,small house,dam
3749,590000.0,3.0,2.0,1410.0,6413,1.0,0.0,0.0,4.0,910.0,500.0,1947.0,1988.0,7264 27th Ave NE,Seattle,WA 98115,USA,1.5,True,small house,mertebe
3750,695000.0,3.0,2.0,2500.0,4080,1.5,0.0,0.0,5.0,1680.0,820.0,1922.0,1956.0,922 N 72nd St,Seattle,WA 98103,USA,1.5,True,small house,dam
3751,402500.0,2.0,1.0,800.0,2280,1.0,0.0,0.0,5.0,800.0,0.0,1946.0,0.0,4235 4th Ave NW,Seattle,WA 98107,USA,1.0,False,small house,mertebe
3752,435000.0,3.0,2.5,2530.0,13446,2.0,0.0,0.0,3.0,2530.0,0.0,1993.0,0.0,28219 NE 149th Pl,Duvall,WA 98019,USA,1.5,True,small house,mertebe
3753,660000.0,3.0,2.0,2570.0,28500,1.0,0.0,0.0,3.0,1970.0,600.0,1983.0,2009.0,15031 NE 144th St,Redmond,WA 98052,USA,1.5,True,small house,mertebe
3754,300000.0,3.0,2.75,2090.0,9620,1.0,0.0,0.0,3.0,1340.0,750.0,1987.0,2000.0,36529 2nd Ave SW,Federal Way,WA 98023,USA,1.5,True,small house,mertebe
3755,600000.0,5.0,2.25,2980.0,7781,1.0,0.0,0.0,3.0,1580.0,1400.0,1960.0,2012.0,4531 NE 106th St,Seattle,WA 98125,USA,2.5,True,standard house,mertebe
3756,205000.0,3.0,1.75,1170.0,8239,1.0,0.0,0.0,3.0,1170.0,0.0,1981.0,2013.0,26118 189th Ct SE,Covington,WA 98042,USA,1.5,True,small house,mertebe
3757,357500.0,3.0,3.5,2080.0,5100,2.0,0.0,0.0,3.0,2080.0,0.0,2004.0,2003.0,28121 Maple Ridge Way SE,Maple Valley,WA 98038,USA,1.5,True,small house,mertebe
3758,1110000.0,5.0,3.25,3350.0,4000,2.0,0.0,0.0,4.0,2510.0,840.0,1997.0,0.0,4776 34th Ave NE,Seattle,WA 98105,USA,2.5,True,standard house,mertebe
3759,332888.0,2.0,2.5,1050.0,1029,2.0,0.0,0.0,3.0,950.0,100.0,2007.0,0.0,101-115 26th Ave,Seattle,WA 98122,USA,1.0,False,small house,mertebe
3760,174000.0,2.0,1.0,900.0,13531,1.0,0.0,0.0,3.0,900.0,0.0,1979.0,2014.0,102-1/2 5th Ave SW,Pacific,WA 98047,USA,1.0,False,small house,mertebe
3761,515000.0,2.0,1.0,1050.0,5000,1.0,0.0,0.0,5.0,1050.0,0.0,1907.0,0.0,5609 9th Ave NW,Seattle,WA 98107,USA,1.0,False,small house,mertebe
3762,392000.0,5.0,2.25,3740.0,32481,1.5,0.0,0.0,3.0,2240.0,1500.0,1958.0,2004.0,22835 16th Ave S,Des Moines,WA 98198,USA,2.5,True,standard house,dam
3763,485000.0,4.0,1.75,1430.0,4096,2.0,0.0,0.0,3.0,1430.0,0.0,1900.0,2005.0,216 20th Ave,Seattle,WA 98122,USA,2.0,True,standard house,mertebe
3764,217500.0,3.0,1.75,1400.0,9546,1.0,0.0,0.0,4.0,1400.0,0.0,1984.0,0.0,230 S 317th Pl,Federal Way,WA 98003,USA,1.5,True,small house,mertebe
3765,502000.0,3.0,2.25,1600.0,45613,2.0,0.0,0.0,4.0,1600.0,0.0,1983.0,0.0,17120 166th Pl NE,Woodinville,WA 98072,USA,1.5,True,small house,mertebe
3766,820000.0,3.0,2.25,2880.0,9750,2.0,0.0,0.0,3.0,2880.0,0.0,1989.0,0.0,16614 SE 50th Pl,Bellevue,WA 98006,USA,1.5,True,small house,mertebe
3767,1640000.0,3.0,3.25,3140.0,5445,2.0,0.0,3.0,4.0,2240.0,900.0,1913.0,0.0,471 Wheeler St,Seattle,WA 98109,USA,1.5,True,small house,mertebe
3768,102500.0,2.0,1.0,820.0,4320,1.0,0.0,0.0,3.0,820.0,0.0,1937.0,1999.0,9852 20th Ave SW,Seattle,WA 98106,USA,1.0,False,small house,mertebe
3769,925000.0,5.0,5.5,5190.0,12637,2.0,0.0,2.0,3.0,5190.0,0.0,2001.0,0.0,6525 Cascade Ave SE,Snoqualmie,WA 98065,USA,2.5,True,standard house,mertebe
3770,540000.0,4.0,2.5,2180.0,10140,1.0,0.0,0.0,4.0,1180.0,1000.0,1968.0,0.0,9003 172nd Ave NE,Redmond,WA 98052,USA,2.0,True,standard house,mertebe
3771,600000.0,2.0,1.0,910.0,2002,1.5,0.0,0.0,3.0,910.0,0.0,1900.0,2005.0,100 20th Ave E,Seattle,WA 98112,USA,1.0,False,small house,dam
3772,406000.0,4.0,1.0,1580.0,8475,1.5,0.0,2.0,4.0,1580.0,0.0,1928.0,0.0,10041 64th Ave S,Seattle,WA 98178,USA,2.0,True,standard house,dam
3773,620000.0,4.0,3.0,2130.0,6325,1.0,0.0,0.0,5.0,1440.0,690.0,1948.0,1985.0,4002 50th Ave SW,Seattle,WA 98116,USA,2.0,True,standard house,mertebe
3774,1060000.0,4.0,2.5,4570.0,16015,2.0,0.0,2.0,3.0,4570.0,0.0,1990.0,2009.0,1630 204th Pl NE,Sammamish,WA 98074,USA,2.0,True,standard house,mertebe
3775,401000.0,3.0,2.0,1240.0,11172,1.0,0.0,0.0,3.0,1000.0,240.0,1984.0,0.0,3027 230th Pl NE,Sammamish,WA 98074,USA,1.5,True,small house,mertebe
3776,725000.0,3.0,1.75,1860.0,6000,2.0,0.0,2.0,4.0,1860.0,0.0,1959.0,0.0,3450 S King St,Seattle,WA 98144,USA,1.5,True,small house,mertebe
3777,276000.0,1.0,0.75,370.0,1801,1.0,0.0,0.0,5.0,370.0,0.0,1923.0,0.0,2508 NW 67th St,Seattle,WA 98117,USA,0.5,False,small house,mertebe
3778,500000.0,5.0,3.25,3130.0,12087,2.0,0.0,0.0,3.0,2180.0,950.0,1975.0,0.0,265 Almak Ct NW,Issaquah,WA 98027,USA,2.5,True,standard house,mertebe
3779,375000.0,3.0,1.75,2530.0,35150,1.0,0.0,0.0,4.0,1800.0,730.0,1977.0,0.0,16621 SE 235th St,Kent,WA 98042,USA,1.5,True,small house,mertebe
3780,2300000.0,4.0,4.75,3970.0,9778,2.0,0.0,2.0,4.0,3390.0,580.0,1928.0,0.0,1323 Willard Ave W,Seattle,WA 98119,USA,2.0,True,standard house,mertebe
3781,260000.0,3.0,2.25,1920.0,9680,1.0,0.0,0.0,4.0,1300.0,620.0,1961.0,2001.0,10904 SE 212th St,Kent,WA 98031,USA,1.5,True,small house,mertebe
3782,1565000.0,4.0,2.75,2970.0,12750,1.5,0.0,1.0,4.0,2130.0,840.0,1918.0,1986.0,9563 NE 1st St,Bellevue,WA 98004,USA,2.0,True,standard house,dam
3783,431000.0,4.0,2.5,2300.0,6087,2.0,0.0,0.0,3.0,2300.0,0.0,2001.0,0.0,2309 Aberdeen Ave NE,Renton,WA 98056,USA,2.0,True,standard house,mertebe
4213,550000.0,4.0,1.75,2150.0,9000,1.0,0.0,0.0,4.0,1110.0,1040.0,1966.0,0.0,17010 NE 88th St,Redmond,WA 98052,USA,2.0,True,standard house,mertebe
4214,750000.0,4.0,2.5,3020.0,7465,2.0,0.0,0.0,3.0,3020.0,0.0,2004.0,2003.0,1125 270th Pl SE,Sammamish,WA 98075,USA,2.0,True,standard house,mertebe
4215,137124.0,3.0,1.0,960.0,27442,1.0,0.0,0.0,4.0,960.0,0.0,1970.0,0.0,15416 SE Jones Rd,Renton,WA 98058,USA,1.5,True,small house,mertebe
4216,840000.0,3.0,2.0,2783.0,11177,2.0,0.0,0.0,3.0,2783.0,0.0,1910.0,1999.0,3672 SW Orchard St,Seattle,WA 98126,USA,1.5,True,small house,mertebe
4217,624800.0,3.0,2.0,2250.0,14274,1.0,0.0,0.0,4.0,1500.0,750.0,1964.0,0.0,3726 Gallagher Hill Rd,Mercer Island,WA 98040,USA,1.5,True,small house,mertebe
4218,630000.0,3.0,1.75,1710.0,8767,1.0,0.0,0.0,4.0,1710.0,0.0,1986.0,0.0,10515 115th Pl NE,Kirkland,WA 98033,USA,1.5,True,small house,mertebe
4219,590000.0,3.0,2.5,2650.0,9380,1.0,0.0,0.0,5.0,1680.0,970.0,1975.0,0.0,4765 NE 203rd St,Lake Forest Park,WA 98155,USA,1.5,True,small house,mertebe
4220,599950.0,3.0,3.25,1830.0,1804,3.0,0.0,0.0,3.0,1830.0,0.0,2014.0,0.0,1501 NW 90th St,Seattle,WA 98117,USA,1.5,True,small house,mertebe
4221,299880.0,3.0,2.5,1460.0,3044,2.0,0.0,0.0,3.0,1460.0,0.0,2000.0,0.0,6511 29th Ave S,Seattle,WA 98108,USA,1.5,True,small house,mertebe
4222,400000.0,3.0,2.0,1760.0,6875,1.0,0.0,0.0,4.0,1760.0,0.0,1967.0,0.0,Brooktrails Trail 14,Woodinville,WA 98072,USA,1.5,True,small house,mertebe
4223,560000.0,3.0,2.5,1960.0,6058,2.0,0.0,0.0,3.0,1960.0,0.0,2002.0,0.0,2501-2507 248th Terrace NE,Sammamish,WA 98074,USA,1.5,True,small house,mertebe
4224,229000.0,4.0,2.25,2010.0,7688,1.0,0.0,0.0,3.0,1170.0,840.0,1979.0,2014.0,32701-32911 49th Pl SW,Federal Way,WA 98023,USA,2.0,True,standard house,mertebe
4225,525000.0,4.0,2.5,3670.0,9958,2.0,0.0,0.0,3.0,3670.0,0.0,2005.0,0.0,13559 SE 159th Pl,Renton,WA 98058,USA,2.0,True,standard house,mertebe
4226,737000.0,2.0,2.25,2290.0,9772,1.0,0.0,0.0,3.0,2290.0,0.0,2007.0,0.0,13555 Adair Creek Way NE,Redmond,WA 98053,USA,1.0,False,small house,mertebe
4227,680000.0,3.0,2.0,1780.0,5720,1.0,0.0,0.0,5.0,980.0,800.0,1925.0,0.0,537 N 70th St,Seattle,WA 98103,USA,1.5,True,small house,mertebe
4228,635000.0,4.0,2.5,3080.0,35430,2.0,0.0,0.0,3.0,3080.0,0.0,1997.0,0.0,9788-16090 NE Quail Creek Dr,Redmond,WA 98053,USA,2.0,True,standard house,mertebe
4229,740000.0,4.0,2.5,3360.0,15091,2.0,0.0,0.0,3.0,3360.0,0.0,1997.0,0.0,6520 154th Ave NE,Redmond,WA 98052,USA,2.0,True,standard house,mertebe
4230,335500.0,3.0,1.0,1370.0,6780,2.0,0.0,0.0,3.0,1370.0,0.0,1930.0,1997.0,12008 35th Ave NE,Seattle,WA 98125,USA,1.5,True,small house,mertebe
4231,270000.0,4.0,2.5,1660.0,8063,1.0,0.0,0.0,4.0,1660.0,0.0,1978.0,2000.0,25139 11th Ave S,Des Moines,WA 98198,USA,2.0,True,standard house,mertebe
4232,1037000.0,4.0,3.5,4440.0,10660,2.0,0.0,0.0,3.0,4440.0,0.0,2003.0,0.0,15124 SE 82nd Ct,Newcastle,WA 98059,USA,2.0,True,standard house,mertebe
4233,450000.0,5.0,2.5,2850.0,209523,1.0,0.0,0.0,4.0,1930.0,920.0,1925.0,1968.0,23211 190th Ave SE,Renton,WA 98058,USA,2.5,True,standard house,mertebe
4234,379000.0,3.0,2.5,1530.0,2913,2.0,0.0,0.0,4.0,1530.0,0.0,1986.0,0.0,11807 NE 105th Ct,Kirkland,WA 98033,USA,1.5,True,small house,mertebe
4235,468000.0,4.0,2.5,2100.0,8400,1.0,0.0,0.0,4.0,1240.0,860.0,1976.0,1992.0,14634 128th Ave NE,Woodinville,WA 98072,USA,2.0,True,standard house,mertebe
4236,321500.0,1.0,1.0,730.0,1942,1.0,0.0,0.0,3.0,730.0,0.0,2008.0,0.0,924 26th Ave S,Seattle,WA 98144,USA,0.5,False,small house,mertebe
4237,443000.0,3.0,2.25,1920.0,8223,2.0,0.0,0.0,4.0,1920.0,0.0,1989.0,0.0,14808 104th Ave NE,Bothell,WA 98011,USA,1.5,True,small house,mertebe
4238,340000.0,3.0,1.0,1600.0,7324,1.0,0.0,0.0,4.0,1600.0,0.0,1958.0,1972.0,1496 Aberdeen Ave NE,Renton,WA 98056,USA,1.5,True,small house,mertebe
4239,470000.0,4.0,2.25,2380.0,17199,2.0,0.0,0.0,3.0,1530.0,850.0,1979.0,2014.0,5504 NE 190th St,Kenmore,WA 98028,USA,2.0,True,standard house,mertebe
4240,545000.0,3.0,2.5,2760.0,17377,2.0,0.0,0.0,3.0,2760.0,0.0,2002.0,0.0,615 Bronson Pl NE,Renton,WA 98056,USA,1.5,True,small house,mertebe
4241,415000.0,4.0,1.5,1840.0,11367,1.5,0.0,0.0,4.0,1840.0,0.0,1950.0,1983.0,18820 1st Ave NW,Shoreline,WA 98177,USA,2.0,True,standard house,dam
4242,599000.0,7.0,2.5,2580.0,5750,1.0,0.0,0.0,4.0,1880.0,700.0,1901.0,0.0,125 30th Ave,Seattle,WA 98122,USA,3.5,True,large house,mertebe
4243,759000.0,4.0,1.75,2100.0,4750,1.0,0.0,0.0,3.0,1340.0,760.0,1975.0,0.0,5626 Keystone Pl N,Seattle,WA 98103,USA,2.0,True,standard house,mertebe
4244,300000.0,4.0,1.75,1820.0,5015,1.0,0.0,0.0,4.0,1190.0,630.0,1926.0,1993.0,1714 S Pearl St,Seattle,WA 98108,USA,2.0,True,standard house,mertebe
4245,1681000.0,5.0,5.25,4830.0,18707,2.0,0.0,1.0,5.0,3930.0,900.0,1952.0,1998.0,6702 SE 28th St,Mercer Island,WA 98040,USA,2.5,True,standard house,mertebe
4246,359000.0,3.0,1.5,1550.0,4980,1.0,0.0,0.0,3.0,1080.0,470.0,1978.0,0.0,10304 Interlake Ave N,Seattle,WA 98133,USA,1.5,True,small house,mertebe
4247,550000.0,4.0,1.0,1440.0,3600,1.5,0.0,0.0,4.0,1440.0,0.0,1924.0,0.0,3822 42nd Ave SW,Seattle,WA 98116,USA,2.0,True,standard house,dam
4248,395000.0,2.0,1.0,930.0,6380,1.0,0.0,0.0,4.0,930.0,0.0,1940.0,2001.0,548 NE 86th St,Seattle,WA 98115,USA,1.0,False,small house,mertebe
4249,486000.0,4.0,2.5,3560.0,12047,2.0,0.0,0.0,3.0,3560.0,0.0,1988.0,2000.0,509 SW 335th St,Federal Way,WA 98023,USA,2.0,True,standard house,mertebe
4250,187000.0,2.0,1.0,840.0,11600,1.0,0.0,0.0,3.0,840.0,0.0,1952.0,2008.0,12314-12426 24th Ave S,Burien,WA 98168,USA,1.0,False,small house,mertebe
4251,734950.0,4.0,3.25,4280.0,47179,2.0,0.0,0.0,3.0,3050.0,1230.0,2002.0,0.0,33518 161st Ln SE,Auburn,WA 98092,USA,2.0,True,standard house,mertebe
4252,284000.0,3.0,1.5,1500.0,10018,1.0,0.0,0.0,4.0,1500.0,0.0,1957.0,2001.0,15012 133rd Ave SE,Renton,WA 98058,USA,1.5,True,small house,mertebe
4253,696000.0,4.0,3.5,3650.0,38546,2.0,0.0,0.0,3.0,2550.0,1100.0,1996.0,0.0,45804 SE 137th St,North Bend,WA 98045,USA,2.0,True,standard house,mertebe
4254,380000.0,2.0,1.0,780.0,3910,1.0,0.0,0.0,3.0,780.0,0.0,1918.0,0.0,4112 38th Ave SW,Seattle,WA 98126,USA,1.0,False,small house,mertebe
4255,625000.0,4.0,1.0,1600.0,5500,1.5,0.0,0.0,4.0,1600.0,0.0,1946.0,1989.0,9510 28th Ave NW,Seattle,WA 98117,USA,2.0,True,standard house,dam
4256,252000.0,4.0,1.75,1120.0,8250,1.0,0.0,0.0,4.0,1120.0,0.0,1966.0,0.0,12224 SE 165th St,Renton,WA 98058,USA,2.0,True,standard house,mertebe
4257,560000.0,2.0,1.0,1010.0,9219,1.0,0.0,0.0,4.0,1010.0,0.0,1960.0,2001.0,1641-1699 4th St,Kirkland,WA 98033,USA,1.0,False,small house,mertebe
4258,395000.0,4.0,2.75,1970.0,37026,1.0,0.0,0.0,4.0,1970.0,0.0,1961.0,2001.0,18625 Ridge Rd SW,Vashon,WA 98070,USA,2.0,True,standard house,mertebe
4259,900000.0,4.0,2.5,2230.0,4372,2.0,0.0,0.0,5.0,1540.0,690.0,1935.0,0.0,5641 Keystone Pl N,Seattle,WA 98103,USA,2.0,True,standard house,mertebe
4260,2680000.0,5.0,3.0,4290.0,20445,2.0,0.0,0.0,4.0,4290.0,0.0,1985.0,0.0,1209 Evergreen Point Rd,Medina,WA 98039,USA,2.5,True,standard house,mertebe
4261,625000.0,3.0,1.75,3160.0,76230,1.0,0.0,0.0,4.0,2160.0,1000.0,1978.0,2000.0,3297 S 366th St,Auburn,WA 98001,USA,1.5,True,small house,mertebe
4262,580000.0,3.0,1.75,1850.0,5100,1.0,0.0,0.0,3.0,1020.0,830.0,1909.0,2004.0,4408 Thackeray Pl NE,Seattle,WA 98105,USA,1.5,True,small house,mertebe
4263,309000.0,3.0,2.25,1980.0,8755,1.0,0.0,0.0,4.0,1300.0,680.0,1963.0,0.0,23300-23306 10th Ave S,Des Moines,WA 98198,USA,1.5,True,small house,mertebe
4264,412000.0,4.0,3.5,3360.0,9767,2.0,0.0,0.0,3.0,2450.0,910.0,1990.0,2009.0,32648-33020 10th Ave SW,Federal Way,WA 98023,USA,2.0,True,standard house,mertebe
4265,495000.0,3.0,2.0,2660.0,192099,1.0,0.0,0.0,4.0,2660.0,0.0,1964.0,0.0,43600-43610 244th Ave SE,Enumclaw,WA 98022,USA,1.5,True,small house,mertebe
4266,215000.0,3.0,1.0,1200.0,7280,1.0,0.0,0.0,4.0,1200.0,0.0,1967.0,0.0,4503 S 256th St,Kent,WA 98032,USA,1.5,True,small house,mertebe
4267,741500.0,2.0,2.5,2150.0,5760,1.0,0.0,0.0,3.0,2150.0,0.0,2010.0,0.0,12468 240th Pl NE,Redmond,WA 98053,USA,1.0,False,small house,mertebe
4268,749000.0,3.0,2.75,2820.0,5348,2.0,0.0,0.0,3.0,2820.0,0.0,2008.0,0.0,12070 166th Pl NE,Redmond,WA 98052,USA,1.5,True,small house,mertebe
4269,659950.0,4.0,2.75,3510.0,9400,2.0,0.0,0.0,3.0,3510.0,0.0,2014.0,0.0,6504-6618 NE 1st St,Renton,WA 98059,USA,2.0,True,standard house,mertebe
4270,530000.0,3.0,2.5,1790.0,3078,2.0,0.0,0.0,3.0,1790.0,0.0,2010.0,0.0,4528 W Lake Sammamish Pkwy SE,Issaquah,WA 98027,USA,1.5,True,small house,mertebe
4271,749000.0,4.0,2.75,2700.0,6000,2.0,0.0,0.0,4.0,2100.0,600.0,1910.0,0.0,1925 Walnut Ave SW,Seattle,WA 98116,USA,2.0,True,standard house,mertebe
4272,2321000.0,5.0,4.75,5780.0,17004,2.0,0.0,0.0,3.0,4260.0,1520.0,2006.0,0.0,9403 SE 33rd St,Mercer Island,WA 98040,USA,2.5,True,standard house,mertebe
4273,595000.0,4.0,3.25,3730.0,4560,2.0,0.0,0.0,3.0,2760.0,970.0,2013.0,1923.0,2318 N 60th St,Seattle,WA 98103,USA,2.0,True,standard house,mertebe
